"event","distinct_id","time","app_build_number","app_release","app_version","app_version_string","bluetooth_enabled","bluetooth_version","brand","carrier","city","ios_ifa","google_play_services","has_nfc","has_telephone","lib_version","manufacturer","model","os","os_version","radio","region","screen_dpi","screen_height","screen_width","wifi","CATEGORY","LogSerialID","mp_country_code","mp_device_model","mp_lib","Campaign","CampaignLogin","from_binding","text","tag"
"main_cardholderlogin","A1CD7BA6-B400-4929-B029-317C8F30EEC9","1477180801","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Pingtung","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Pingtung","0","568","320","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_popularcoupons","BQMKDK38","1477180810","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","WCDMA","Taipei","0","568","320","false","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_view","89B2FDB8-B8C9-4239-816F-2E7E1434B7DE","1477180810","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,2","iOS","10.0.2","LTE","Taipei","0","667","375","true","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_view","BQMKDK38","1477180810","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","WCDMA","Taipei","0","568","320","false","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"hompage_register_validation","E2CF50B3-7FB6-4811-A0AF-A1C8C8AE8270","1477180813","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Kao-sung","?","?","false","false","2.9.9","Apple","iPhone8,2","iOS","10.0.1","None","Taiwan","0","736","414","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_pointsbanner","4589e31f-ecff-4f05-9217-868d33025a0f","1477180819","88","88","4.2.3","4.2.3","true","ble","Sony","台灣大哥大","Tainan City","?","available","true","true","4.9.2","Sony","D6653","Android","6.0.1","?","Tainan","480","1776","1080","true","A02","A02_86_201608","TW","?","android","?","?","?","?","?"
"main_view","BMYFPM57","1477180820","88","88","4.2.3","4.2.3","false","ble","samsung","TW Mobile","?","?","available","false","true","4.9.2","samsung","GT-N5100","Android","4.4.2","?","?","213","1280","800","false","?","?","TW","?","android","?","?","?","?","?"
"pointsdetail_view","4589e31f-ecff-4f05-9217-868d33025a0f","1477180820","88","88","4.2.3","4.2.3","true","ble","Sony","台灣大哥大","Tainan City","?","available","true","true","4.9.2","Sony","D6653","Android","6.0.1","?","Tainan","480","1776","1080","true","A02","A02_86_201608","TW","?","android","?","?","?","?","?"
"main_editorschoice_banner","89B2FDB8-B8C9-4239-816F-2E7E1434B7DE","1477180827","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,2","iOS","10.0.2","LTE","Taipei","0","667","375","true","?","?","TW","iPhone8,2","iphone","網購最優滿NT$888送NT$100","?","?","?","?"
"main_cardholderlogin","4589e31f-ecff-4f05-9217-868d33025a0f","1477180832","88","88","4.2.3","4.2.3","true","ble","Sony","台灣大哥大","Tainan City","?","available","true","true","4.9.2","Sony","D6653","Android","6.0.1","?","Tainan","480","1776","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_mycoupons","BUNNXZ52","1477180833","88","88","4.2.3","4.2.3","false","ble","htc","台灣大哥大","Taipei","?","available","true","true","4.9.2","HTC","HTC_M910x","Android","5.0.2","?","Taipei","480","1776","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_popularcoupons","BRCJFV22","1477180834","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taichung","?","?","false","false","2.9.9","Apple","iPhone8,4","iOS","10.0.2","LTE","Taichung","0","568","320","true","?","?","TW","iPhone8,4","iphone","?","?","?","?","?"
"main_view","BRCJFV22","1477180834","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taichung","?","?","false","false","2.9.9","Apple","iPhone8,4","iOS","10.0.2","LTE","Taichung","0","568","320","true","?","?","TW","iPhone8,4","iphone","?","?","?","?","?"
"main_creditcardhelper","BUNNXZ52","1477180836","88","88","4.2.3","4.2.3","false","ble","htc","台灣大哥大","Taipei","?","available","true","true","4.9.2","HTC","HTC_M910x","Android","5.0.2","?","Taipei","480","1776","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_popularcoupons","CFCFGB26","1477180837","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iPhone OS","9.3.2","LTE","Taipei","0","736","414","false","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_view","CFCFGB26","1477180837","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iPhone OS","9.3.2","LTE","Taipei","0","736","414","false","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_editorchoice","BRCJFV22","1477180838","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taichung","?","?","false","false","2.9.9","Apple","iPhone8,4","iOS","10.0.2","LTE","Taichung","0","568","320","true","?","?","TW","iPhone8,4","iphone","?","?","?","?","?"
"main_view","CFCFGB26","1477180839","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iPhone OS","9.3.2","LTE","Taipei","0","736","414","false","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_view","89B2FDB8-B8C9-4239-816F-2E7E1434B7DE","1477180841","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,2","iOS","10.0.2","LTE","Taipei","0","667","375","true","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_popularcoupons","CLBPVW51","1477180846","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","WCDMA","Taipei","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_view","CLBPVW51","1477180846","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","WCDMA","Taipei","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_editorschoice_banner","BRCJFV22","1477180847","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taichung","?","?","false","false","2.9.9","Apple","iPhone8,4","iOS","10.0.2","LTE","Taichung","0","568","320","true","?","?","TW","iPhone8,4","iphone","KOKO活動","?","?","?","?"
"main_cardholderlogin","CLBPVW51","1477180848","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","WCDMA","Taipei","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_view","BQTVLP37","1477180852","88","88","4.2.3","4.2.3","false","ble","asus","中華電信","Taipei","?","available","true","true","4.9.2","asus","ASUS_Z00AD","Android","5.0","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_popularcoupons","E2CF50B3-7FB6-4811-A0AF-A1C8C8AE8270","1477180852","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Kao-sung","?","?","false","false","2.9.9","Apple","iPhone8,2","iOS","10.0.1","None","Taiwan","0","736","414","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_cardholderlogin","BQMKDK38","1477180852","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","WCDMA","Taipei","0","568","320","false","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_view","E2CF50B3-7FB6-4811-A0AF-A1C8C8AE8270","1477180852","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Kao-sung","?","?","false","false","2.9.9","Apple","iPhone8,2","iOS","10.0.1","None","Taiwan","0","736","414","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_view","BMYFPM57","1477180854","88","88","4.2.3","4.2.3","false","ble","samsung","TW Mobile","?","?","available","false","true","4.9.2","samsung","GT-N5100","Android","4.4.2","?","?","213","1280","800","false","?","?","TW","?","android","?","?","?","?","?"
"main_notification","BQTVLP37","1477180856","88","88","4.2.3","4.2.3","false","ble","asus","中華電信","Taipei","?","available","true","true","4.9.2","asus","ASUS_Z00AD","Android","5.0","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_editorchoice","BUNNXZ52","1477180856","88","88","4.2.3","4.2.3","false","ble","htc","台灣大哥大","Taipei","?","available","true","true","4.9.2","HTC","HTC_M910x","Android","5.0.2","?","Taipei","480","1776","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_view","E2CF50B3-7FB6-4811-A0AF-A1C8C8AE8270","1477180856","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Kao-sung","?","?","false","false","2.9.9","Apple","iPhone8,2","iOS","10.0.1","None","Taiwan","0","736","414","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_view","CLBPVW51","1477180857","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","WCDMA","Taipei","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_popularcoupons","BUNNXZ52","1477180857","88","88","4.2.3","4.2.3","false","ble","htc","台灣大哥大","Taipei","?","available","true","true","4.9.2","HTC","HTC_M910x","Android","5.0.2","?","Taipei","480","1776","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_creditcardhelper","BUNNXZ52","1477180858","88","88","4.2.3","4.2.3","false","ble","htc","台灣大哥大","Taipei","?","available","true","true","4.9.2","HTC","HTC_M910x","Android","5.0.2","?","Taipei","480","1776","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_mycoupons","CLBPVW51","1477180859","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","WCDMA","Taipei","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_popularcoupons","BPNRTY69","1477180861","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taipei","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","LTE","Taipei","0","568","320","true","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_view","BPNRTY69","1477180861","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taipei","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","LTE","Taipei","0","568","320","true","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_view","CLBPVW51","1477180862","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","WCDMA","Taipei","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_cardholderlogin","BPNRTY69","1477180863","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taipei","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","LTE","Taipei","0","568","320","true","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_editorchoice","CLBPVW51","1477180864","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","WCDMA","Taipei","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_cardholderlogin","E2CF50B3-7FB6-4811-A0AF-A1C8C8AE8270","1477180865","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Kao-sung","?","?","false","false","2.9.9","Apple","iPhone8,2","iOS","10.0.1","None","Taiwan","0","736","414","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_mycoupons","BMYFPM57","1477180867","88","88","4.2.3","4.2.3","false","ble","samsung","TW Mobile","?","?","available","false","true","4.9.2","samsung","GT-N5100","Android","4.4.2","?","?","213","1280","800","false","?","?","TW","?","android","?","?","?","?","?"
"main_view","BQMKDK38","1477180867","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","WCDMA","Taipei","0","568","320","false","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_view","BRZJEL71","1477180868","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","?","?","available","true","true","4.9.2","samsung","SM-J710GN","Android","6.0.1","?","?","320","1280","720","true","?","?","TW","?","android","?","?","?","?","?"
"main_view","BPNRTY69","1477180869","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taipei","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","LTE","Taipei","0","568","320","true","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_popularcoupons","A5464AAE-FF92-41D8-98AD-54BD5C79B9AA","1477180870","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","LTE","Taipei","0","568","320","true","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_view","A5464AAE-FF92-41D8-98AD-54BD5C79B9AA","1477180870","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","LTE","Taipei","0","568","320","true","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_notification","BPNRTY69","1477180870","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taipei","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","LTE","Taipei","0","568","320","true","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_notification","CLBPVW51","1477180872","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","WCDMA","Taipei","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_view","BPNRTY69","1477180872","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taipei","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","LTE","Taipei","0","568","320","true","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_notification","BQMKDK38","1477180873","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","WCDMA","Taipei","0","568","320","false","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_creditcardhelper","BPNRTY69","1477180873","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taipei","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","LTE","Taipei","0","568","320","true","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_mycoupons","A5464AAE-FF92-41D8-98AD-54BD5C79B9AA","1477180875","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","LTE","Taipei","0","568","320","true","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_view","A5464AAE-FF92-41D8-98AD-54BD5C79B9AA","1477180876","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","LTE","Taipei","0","568","320","true","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_popularcoupons","BWNSZG58","1477180877","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iPhone OS","9.3.4","WCDMA","Taipei","0","736","414","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_view","BWNSZG58","1477180877","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iPhone OS","9.3.4","WCDMA","Taipei","0","736","414","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_view","E2CF50B3-7FB6-4811-A0AF-A1C8C8AE8270","1477180877","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Kao-sung","?","?","false","false","2.9.9","Apple","iPhone8,2","iOS","10.0.1","None","Taiwan","0","736","414","false","?","?","TW","iPhone8,2","iphone","?","?","?","?","?"
"main_notification","BPNRTY69","1477180877","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taipei","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","LTE","Taipei","0","568","320","true","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_view","BPNRTY69","1477180877","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taipei","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","LTE","Taipei","0","568","320","true","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_cardholderlogin","BWNSZG58","1477180878","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iPhone OS","9.3.4","WCDMA","Taipei","0","736","414","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_view","BWWUZW62","1477180881","88","88","4.2.3","4.2.3","false","ble","samsung","Far EasTone","Tainan City","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Tainan","480","1920","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_cardholderlogin","BWWUZW62","1477180884","88","88","4.2.3","4.2.3","false","ble","samsung","Far EasTone","Tainan City","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Tainan","480","1920","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_popularcoupons","BWVYBC67","1477180885","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Tainan City","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","WCDMA","Tainan","0","568","320","false","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_view","BWVYBC67","1477180885","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Tainan City","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","WCDMA","Tainan","0","568","320","false","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_view","BPNRTY69","1477180885","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taipei","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","LTE","Taipei","0","568","320","true","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_cardholderlogin","BWVYBC67","1477180890","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Tainan City","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","WCDMA","Tainan","0","568","320","false","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_popularcoupons","CJFVCQ56","1477180892","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","WCDMA","Taipei","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_view","CJFVCQ56","1477180892","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","WCDMA","Taipei","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_popularcoupons","CZXJGP28","1477180894","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taoyuan","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taoyuan","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_view","CZXJGP28","1477180894","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taoyuan","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taoyuan","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_notification","CJFVCQ56","1477180894","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","WCDMA","Taipei","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_popularcoupons","CCXSYC32","1477180897","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taichung","?","?","false","false","2.9.9","Apple","iPhone9,3","iOS","10.0.3","None","Taichung","0","667","375","true","?","?","TW","iPhone9,3","iphone","?","?","?","?","?"
"main_view","CCXSYC32","1477180897","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taichung","?","?","false","false","2.9.9","Apple","iPhone9,3","iOS","10.0.3","None","Taichung","0","667","375","true","?","?","TW","iPhone9,3","iphone","?","?","?","?","?"
"main_view","BQUVQX70","1477180898","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Chang-hua","?","?","false","false","2.9.9","Apple","iPad5,4","iPhone OS","9.2","LTE","Changhua","0","480","320","true","?","?","TW","iPad5,4","iphone","?","?","?","?","?"
"main_editorchoice","BRZJEL71","1477180898","88","88","4.2.3","4.2.3","false","ble","samsung","Chunghwa Telecom","?","?","available","true","true","4.9.2","samsung","SM-J710GN","Android","6.0.1","?","?","320","1280","720","true","?","?","TW","?","android","?","?","?","?","?"
"main_notification","CZXJGP28","1477180898","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taoyuan","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taoyuan","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_creditcardhelper","CCXSYC32","1477180899","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taichung","?","?","false","false","2.9.9","Apple","iPhone9,3","iOS","10.0.3","None","Taichung","0","667","375","true","?","?","TW","iPhone9,3","iphone","?","?","?","?","?"
"main_view","CCFGJM51","1477180901","88","88","4.2.3","4.2.3","false","ble","Sony","台灣大哥大","?","?","available","true","true","4.9.2","Sony","D6653","Android","6.0.1","?","?","480","1776","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_mycoupons","BQUVQX70","1477180901","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Chang-hua","?","?","false","false","2.9.9","Apple","iPad5,4","iPhone OS","9.2","LTE","Changhua","0","480","320","true","?","?","TW","iPad5,4","iphone","?","?","?","?","?"
"main_popularcoupons","CBAEC68F-7858-4F37-A545-7D91602D5299","1477180903","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone6,2","iOS","10.0.2","WCDMA","Taipei","0","568","320","false","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_view","CBAEC68F-7858-4F37-A545-7D91602D5299","1477180903","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone6,2","iOS","10.0.2","WCDMA","Taipei","0","568","320","false","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_notification","CCFGJM51","1477180905","88","88","4.2.3","4.2.3","false","ble","Sony","台灣大哥大","?","?","available","true","true","4.9.2","Sony","D6653","Android","6.0.1","?","?","480","1776","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_view","BWVYBC67","1477180908","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Tainan City","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","WCDMA","Tainan","0","568","320","false","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_mycoupons","BWVYBC67","1477180909","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Tainan City","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","WCDMA","Tainan","0","568","320","false","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_view","CCXSYC32","1477180910","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taichung","?","?","false","false","2.9.9","Apple","iPhone9,3","iOS","10.0.3","None","Taichung","0","667","375","true","?","?","TW","iPhone9,3","iphone","?","?","?","?","?"
"main_view","BWVYBC67","1477180910","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Tainan City","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","WCDMA","Tainan","0","568","320","false","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_notification","BWVYBC67","1477180911","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Tainan City","?","?","false","false","2.9.9","Apple","iPhone5,2","iOS","10.0.2","WCDMA","Tainan","0","568","320","false","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_creditcardhelper","CCFGJM51","1477180912","88","88","4.2.3","4.2.3","false","ble","Sony","台灣大哥大","?","?","available","true","true","4.9.2","Sony","D6653","Android","6.0.1","?","?","480","1776","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_mycoupons","CCXSYC32","1477180912","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taichung","?","?","false","false","2.9.9","Apple","iPhone9,3","iOS","10.0.3","None","Taichung","0","667","375","true","?","?","TW","iPhone9,3","iphone","?","?","?","?","?"
"main_creditcardhelper","4589e31f-ecff-4f05-9217-868d33025a0f","1477180913","88","88","4.2.3","4.2.3","true","ble","Sony","台灣大哥大","Tainan City","?","available","true","true","4.9.2","Sony","D6653","Android","6.0.1","?","Tainan","480","1776","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_view","BNQHEW21","1477180914","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone4,1","iPhone OS","9.0","None","Taipei","0","480","320","false","?","?","TW","iPhone4,1","iphone","?","?","?","?","?"
"main_view","BQTVLP37","1477180915","88","88","4.2.3","4.2.3","false","ble","asus","中華電信","Taipei","?","available","true","true","4.9.2","asus","ASUS_Z00AD","Android","5.0","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_creditcardhelper","BQTVLP37","1477180916","88","88","4.2.3","4.2.3","false","ble","asus","中華電信","Taipei","?","available","true","true","4.9.2","asus","ASUS_Z00AD","Android","5.0","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_notification","BNQHEW21","1477180917","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone4,1","iPhone OS","9.0","None","Taipei","0","480","320","false","?","?","TW","iPhone4,1","iphone","?","?","?","?","?"
"main_view","A1CD7BA6-B400-4929-B029-317C8F30EEC9","1477180918","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Pingtung","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Pingtung","0","568","320","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_notification","BWWUZW62","1477180918","88","88","4.2.3","4.2.3","false","ble","samsung","Far EasTone","Tainan City","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Tainan","480","1920","1080","true","?","?","TW","?","android","?","?","?","?","?"
